5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.8564568279241859,0.8506693168239386,0.8551631443216059,0.9000661937028233,6,5,1.0
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.8619032250018779,0.8571173166256448,0.8585038804342707,0.9000661937028233,5,4,1.0
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6630911130362266,0.8909023106770771,0.8679879131363556,0.9062947556020882,9,9,1.3333333333333335
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6669989730646287,0.8925803470794037,0.8777924698737036,0.9062947556020882,7,7,1.3333333333333333
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.6579549330942737,0.8841521260763961,0.8652621288355931,0.8865438732496906,7,7,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6600293647556433,0.8796698743292257,0.8796698743292257,0.8833518016386489,3,3,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6656985912429679,0.8906793025234233,0.877301720664603,0.9062947556020882,8,8,1.3333333333333333
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.6625692151376334,0.8863431656288322,0.8746977415673459,0.889965105025541,6,6,1.3333333333333333
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.8882354932391437,0.8866166695684069,0.8828765257324741,0.919045375995325,7,6,1.0
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.8836027833573752,0.8798966327774987,0.8812080038367894,0.919045375995325,6,5,1.0
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.892525801767691,0.8902329121735564,0.889668043344937,0.919045375995325,6,5,1.0
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.6788765299874994,0.9071417551229396,0.8960631406985231,0.9252083479999884,5,5,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.8901918180918276,0.8917673599132415,0.8843752936399587,0.8991990440009688,9,8,1.0
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6657434713595282,0.8877534886858779,0.8867281554430255,0.8909696174366646,4,4,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6641741655156498,0.8906346060915569,0.8745735803836004,0.8940083225954916,11,11,1.3333333333333333
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.6528424621480697,0.8781837808096981,0.850510649578497,0.8830822356890049,7,7,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.8773671304252431,0.8675118647371475,0.8808981137356644,0.9210568607312153,4,3,1.0
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.8824577351256138,0.8746379323646849,0.8862426644563175,0.9210568607312153,4,3,1.0
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6771716507225253,0.9051655090126646,0.8956969986040401,0.9135078361540858,6,6,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6714206671652696,0.899228210670095,0.8833064944043416,0.9183659691583655,7,7,1.3333333333333335
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.8911512433486732,0.8911066359007379,0.8859943923753463,0.9089741521256092,7,6,1.0
5GBX7W1MWiNna1p3qsp6bn6N3k9RH28Y3S48VV8mGCywPtFq,0.6681518302627003,0.8924503655110643,0.8854186438363556,0.907414269699603,5,5,1.3333333333333335
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6613060531276891,0.88184996317798,0.8791871064152477,0.8929930668370819,4,4,1.3333333333333335
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6579811845062509,0.8800108089293556,0.8715905674585271,0.8807081935688439,6,6,1.3333333333333335
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6712775207438093,0.9005845980893287,0.8818197236831681,0.9183659691583655,9,9,1.3333333333333333
5H3STFRJrpYxnTiz3UtQQY5Cjjoog3nkEQc8tniAF5wcWZ3Q,0.6660160913551546,0.8937290530201474,0.8742572479198211,0.8963683901763188,6,6,1.3333333333333333
5EX8DepPvPzaHJSYB554tgDBi6gW6nid9AdNZdNuuDyQJUNf,0.6598116124670993,0.8826941610294745,0.8720756651938152,0.8938844356506492,6,6,1.3333333333333333
